TIME; AESA DEMAND(º);BULK DEMAND(º);AESA Current Position PRM(º);Bulk Current Position PRM(º);AESA Current Position EST(rad);Bulk Current Position EST(rad);AESA Current Velocity EST(rad/s);Bulk Current Velocity EST(rad/s);AESA Integral Control;Bulk Integral Control;AESA Disturbance EST;Bulk Disturbance EST;AESA Torque;Bulk Torque;AESA Control Mode;Bulk Control Mode;MSG Counter; MDU Status
937.564209; 4.899902; -11.546631; 3.636475; -4.416504; 0.067674; -0.080838; 1.065317; -0.946639; 0.149419; -0.647603; -3.784721; 0.405878; 5.692007; -0.969268; 0; 0; 71; 64; 
937.568237; 5.152588; -11.546631; 3.872681; -4.636230; 0.071988; -0.084752; 1.100292; -0.966841; 0.171709; -0.768212; -3.794147; 0.341019; 5.927915; -0.659200; 0; 0; 72; 64; 
937.572266; 5.405273; -12.095947; 4.119873; -4.855957; 0.076417; -0.088617; 1.136736; -0.968952; 0.194120; -0.894574; -3.823516; 0.340238; 5.846736; -0.491043; 0; 0; 73; 64; 
937.576233; 5.668945; -12.370605; 4.378052; -5.086670; 0.081065; -0.092652; 1.178416; -0.984432; 0.216626; -1.021750; -3.807985; 0.246076; 5.534227; -0.617084; 0; 0; 74; 64; 
937.580261; 5.932617; -12.650757; 4.641724; -5.317383; 0.085867; -0.096746; 1.213008; -1.003799; 0.239108; -1.149790; -3.790900; 0.159337; 5.209815; -0.577410; 0; 0; 75; 64; 
937.584290; 6.190796; -12.925415; 4.910889; -5.542603; 0.090530; -0.100676; 1.213065; -0.999143; 0.261519; -1.278692; -3.922390; 0.206613; 4.997406; -0.571612; 0; 0; 76; 64; 
937.588257; 6.454468; -13.200073; 5.174561; -5.767822; 0.095122; -0.104587; 1.199405; -0.993509; 0.283834; -1.408457; -4.084576; 0.252327; 4.982452; -0.717795; 0; 0; 77; 64; 
937.592285; 6.718140; -13.200073; 5.454712; -5.998535; 0.100166; -0.108653; 1.234421; -1.008040; 0.305885; -1.534196; -3.956052; 0.203488; 4.941862; -0.621052; 0; 0; 78; 64; 
937.596313; 6.987305; -13.749390; 5.745850; -6.229248; 0.105409; -0.112716; 1.276934; -1.015329; 0.327552; -1.665495; -3.796165; 0.186687; 4.586016; -0.542009; 0; 0; 79; 72; 
937.600281; 7.256470; -14.024048; 6.036987; -6.454468; 0.110535; -0.116679; 1.286094; -1.008124; 0.348812; -1.797609; -3.792562; 0.239043; 4.089785; -0.797754; 0; 0; 80; 72; 
937.604309; 7.520142; -14.298706; 6.328125; -6.685181; 0.115643; -0.120646; 1.280319; -1.008331; 0.369617; -1.930538; -3.806538; 0.278505; 3.774834; -1.046175; 0; 0; 81; 72; 
937.608337; 7.794800; -14.573364; 6.624756; -6.915894; 0.120780; -0.124784; 1.273684; -1.029999; 0.390014; -2.064186; -3.782527; 0.230447; 3.816034; -1.130711; 0; 0; 82; 72; 
937.612366; 8.063965; -14.848022; 6.921387; -7.146606; 0.125989; -0.128849; 1.278492; -1.037751; 0.409932; -2.198600; -3.704292; 0.273426; 4.003418; -1.094089; 0; 0; 83; 72; 
937.616333; 8.327637; -15.128174; 7.229004; -7.371826; 0.131361; -0.132741; 1.302937; -1.022915; 0.429179; -2.333879; -3.552372; 0.426586; 3.821223; -1.204871; 0; 0; 84; 72; 
937.620361; 8.596802; -15.128174; 7.536621; -7.602539; 0.136824; -0.136702; 1.326035; -1.020574; 0.447730; -2.465178; -3.402820; 0.507855; 3.263039; -1.236000; 0; 0; 85; 72; 
937.624390; 8.871460; -15.671997; 7.844238; -7.833252; 0.142291; -0.140820; 1.332161; -1.034410; 0.465635; -2.601990; -3.292402; 0.496133; 2.808313; -1.274453; 0; 0; 86; 68; 
937.628357; 9.140625; -15.946655; 8.146362; -8.063965; 0.147513; -0.144859; 1.304193; -1.035288; 0.482964; -2.739569; -3.324578; 0.559820; 2.747581; -1.503037; 0; 0; 87; 68; 
937.632385; 9.409790; -16.221313; 8.453979; -8.294678; 0.152802; -0.148820; 1.293025; -1.030981; 0.499622; -2.877963; -3.253293; 0.672737; 2.871181; -1.717582; 0; 0; 88; 68; 
937.636414; 9.678955; -16.495972; 8.772583; -8.525391; 0.158389; -0.152867; 1.320654; -1.039335; 0.515513; -3.017124; -2.994213; 0.731344; 2.762841; -1.885739; 0; 0; 89; 68; 
937.640381; 9.953613; -16.776123; 9.091187; -8.756104; 0.164162; -0.156922; 1.358602; -1.047098; 0.530517; -3.157147; -2.696752; 0.807143; 2.284005; -1.968444; 0; 0; 90; 68; 
937.644409; 10.228271; -16.776123; 9.409790; -8.986816; 0.169761; -0.161038; 1.359669; -1.058048; 0.544754; -3.293097; -2.577121; 0.866532; 1.801508; -1.787469; 0; 0; 91; 68; 
937.648438; 10.502930; -17.325439; 9.722900; -9.223022; 0.175075; -0.165195; 1.324246; -1.064089; 0.558392; -3.434510; -2.611115; 0.920451; 1.788995; -1.689199; 0; 0; 92; 68; 
937.652405; 10.777588; -17.600098; 10.036011; -9.459229; 0.180471; -0.169318; 1.310966; -1.061053; 0.571383; -3.576595; -2.518584; 1.002892; 2.019715; -1.911069; 0; 0; 93; 68; 
937.656433; 11.052246; -17.880249; 10.354614; -9.695435; 0.186039; -0.173363; 1.327054; -1.054128; 0.583607; -3.719399; -2.307060; 1.124404; 1.952574; -2.150334; 0; 0; 94; 68; 
937.660461; 11.326904; -18.149414; 10.673218; -9.926147; 0.191667; -0.177430; 1.345232; -1.054505; 0.595064; -3.862922; -2.102181; 1.222474; 1.552171; -2.382580; 0; 0; 95; 64; 
937.664490; 11.601563; -18.424072; 10.986328; -10.162354; 0.197186; -0.181517; 1.341072; -1.059391; 0.605754; -4.007164; -1.994006; 1.313901; 1.182592; -2.547075; 0; 0; 96; 64; 
937.668457; 11.870728; -18.424072; 11.299438; -10.393066; 0.202560; -0.185608; 1.318747; -1.064129; 0.615773; -4.147332; -1.951977; 1.415487; 1.111789; -2.448805; 0; 0; 97; 64; 
937.672485; 12.145386; -18.973389; 11.607056; -10.629272; 0.207908; -0.189756; 1.302570; -1.068785; 0.625168; -4.292964; -1.873284; 1.491286; 1.271096; -2.432020; 0; 0; 98; 64; 
937.676514; 12.431030; -19.248047; 11.925659; -10.870972; 0.213484; -0.194023; 1.320976; -1.082041; 0.633941; -4.439172; -1.635852; 1.508868; 1.343425; -2.607807; 0; 0; 99; 64; 
937.680481; 12.705688; -19.522705; 12.244263; -11.112671; 0.219054; -0.198206; 1.336901; -1.084176; 0.642066; -4.586002; -1.451742; 1.606157; 1.154515; -2.679830; 0; 0; 100; 64; 
937.684509; 12.980347; -19.797363; 12.551880; -11.348877; 0.224423; -0.202306; 1.325591; -1.076402; 0.649593; -4.733504; -1.416344; 1.753066; 0.897244; -2.821741; 0; 0; 101; 64; 
937.688538; 13.255005; -20.072021; 12.854004; -11.585083; 0.229558; -0.206409; 1.290741; -1.072128; 0.656639; -4.881677; -1.482176; 1.880830; 0.899991; -3.033540; 0; 0; 102; 64; 
937.692505; 13.529663; -20.072021; 13.150635; -11.821289; 0.234614; -0.210529; 1.261179; -1.072933; 0.663255; -5.025727; -1.512159; 1.992574; 1.209143; -3.025605; 0; 0; 103; 64; 
937.696533; 13.798828; -20.626831; 13.452759; -12.057495; 0.239889; -0.214649; 1.271562; -1.071178; 0.669366; -5.175243; -1.359838; 2.102365; 1.397137; -3.106784; 0; 0; 104; 64; 
937.700562; 14.078979; -20.901489; 13.754883; -12.299194; 0.245290; -0.218908; 1.296966; -1.083785; 0.675023; -5.325429; -1.168733; 2.131669; 1.252480; -3.372600; 0; 0; 105; 64; 
937.704529; 14.359131; -21.176147; 14.062500; -12.540894; 0.250675; -0.223240; 1.311031; -1.103251; 0.680272; -5.476143; -1.045028; 2.154721; 1.057772; -3.397015; 0; 0; 106; 64; 
937.708557; 14.644775; -21.450806; 14.359131; -12.788086; 0.255874; -0.227623; 1.298886; -1.119933; 0.685233; -5.627337; -1.055858; 2.192230; 1.111179; -3.277078; 0; 0; 107; 64; 
937.712585; 14.930420; -21.725464; 14.655762; -13.040771; 0.260923; -0.232034; 1.277140; -1.129534; 0.690051; -5.778961; -1.125652; 2.246539; 1.473739; -3.138218; 0; 0; 108; 64; 
937.716614; 15.210571; -21.725464; 14.952393; -13.287964; 0.266126; -0.236328; 1.285802; -1.119383; 0.694605; -5.926271; -1.067114; 2.380945; 1.699881; -2.929472; 0; 0; 109; 64; 
937.720581; 15.501709; -22.274780; 15.254517; -13.540649; 0.271446; -0.240739; 1.308134; -1.118744; 0.698967; -6.078758; -0.970046; 2.420017; 1.521653; -2.948393; 0; 0; 110; 64; 
937.724609; 15.792847; -22.549438; 15.556641; -13.793335; 0.276781; -0.245218; 1.321262; -1.124928; 0.703137; -6.231581; -0.912110; 2.420017; 1.225013; -3.187353; 0; 0; 111; 64; 
937.728638; 16.089478; -22.824097; 15.858765; -14.057007; 0.282064; -0.249845; 1.319132; -1.148519; 0.707212; -6.384643; -0.906495; 2.357893; 1.175878; -3.185522; 0; 0; 112; 64; 
937.732605; 16.386108; -23.098755; 16.149902; -14.320679; 0.287143; -0.254531; 1.296095; -1.169421; 0.711311; -6.537897; -1.010458; 2.317259; 1.578722; -2.983489; 0; 0; 113; 64; 
937.736633; 16.682739; -23.378906; 16.446533; -14.584351; 0.292255; -0.259167; 1.291687; -1.173476; 0.715457; -6.691343; -1.051847; 2.345000; 2.112796; -2.790613; 0; 0; 114; 64; 
937.740662; 16.984863; -23.378906; 16.748657; -14.848022; 0.297578; -0.263758; 1.319894; -1.166861; 0.719580; -6.840188; -0.978068; 2.400872; 2.225105; -2.544633; 0; 0; 115; 64; 
937.744629; 17.286987; -23.922729; 17.050781; -15.111694; 0.302983; -0.268395; 1.348449; -1.161985; 0.723655; -6.993969; -0.925422; 2.408296; 1.867428; -2.527848; 0; 0; 116; 64; 
937.748657; 17.589111; -24.197388; 17.352905; -15.380859; 0.308255; -0.273102; 1.345621; -1.165750; 0.727777; -7.147847; -1.004566; 2.366489; 1.543931; -2.765587; 0; 0; 117; 64; 
937.752686; 17.896729; -24.472046; 17.649536; -15.655518; 0.313320; -0.277897; 1.315215; -1.182376; 0.732091; -7.301773; -1.183211; 2.292253; 1.755730; -2.795801; 0; 0; 118; 64; 
937.756714; 18.198853; -24.746704; 17.935181; -15.924683; 0.318254; -0.282690; 1.284694; -1.194003; 0.736669; -7.455746; -1.368148; 2.257870; 2.467116; -2.683493; 0; 0; 119; 64; 
937.761353; 18.506470; -25.021362; 18.231812; -16.199341; 0.323454; -0.287454; 1.303993; -1.196349; 0.741391; -7.609767; -1.348694; 2.262559; 3.022553; -2.580645; 0; 0; 120; 64; 
937.765198; 18.814087; -25.301514; 18.539429; -16.473999; 0.328903; -0.292338; 1.351606; -1.207895; 0.746257; -7.763836; -1.247489; 2.203951; 3.007599; -2.482986; 0; 0; 121; 64; 
937.769043; 19.132690; -25.576172; 18.847046; -16.754150; 0.334426; -0.297274; 1.388675; -1.219297; 0.751243; -7.917809; -1.213520; 2.140656; 2.658162; -2.332530; 0; 0; 122; 64; 
937.772888; 19.440308; -25.850830; 19.149170; -17.034302; 0.339816; -0.302182; 1.390732; -1.221344; 0.756348; -8.071686; -1.329616; 2.115650; 2.369457; -2.202216; 0; 0; 123; 64; 
937.776733; 19.764404; -26.130981; 19.456787; -17.325439; 0.345056; -0.307280; 1.368972; -1.240024; 0.761789; -8.225324; -1.523980; 1.987886; 2.541887; -2.036195; 0; 0; 124; 64; 
937.780762; 20.088501; -26.400146; 19.758911; -17.616577; 0.350365; -0.312426; 1.362842; -1.255097; 0.767541; -8.378674; -1.630349; 1.873797; 3.087558; -1.773736; 0; 0; 125; 64; 
937.784729; 20.407104; -26.674805; 20.072021; -17.902222; 0.355903; -0.317384; 1.391027; -1.241838; 0.773389; -8.531832; -1.605280; 1.891379; 3.288369; -1.640980; 0; 0; 126; 64; 
937.788757; 20.731201; -26.674805; 20.390625; -18.187866; 0.361490; -0.322395; 1.416840; -1.236536; 0.779381; -8.679956; -1.621550; 1.847228; 2.987762; -1.476180; 0; 0; 127; 64; 
937.792786; 21.049805; -27.224121; 20.703735; -18.473511; 0.367018; -0.327341; 1.419851; -1.224452; 0.785445; -8.832684; -1.720925; 1.823785; 2.606281; -1.497238; 0; 0; 128; 64; 
937.796753; 21.373901; -27.498779; 21.011353; -18.764648; 0.372299; -0.332372; 1.387148; -1.226892; 0.791749; -8.985170; -1.954121; 1.728841; 2.604450; -1.770379; 0; 0; 129; 64; 
937.800781; 21.692505; -27.773438; 21.324463; -19.055786; 0.377677; -0.337505; 1.373684; -1.246045; 0.798268; -9.137370; -2.052092; 1.592481; 3.090609; -1.782281; 0; 0; 130; 64; 
937.804810; 22.016602; -28.048096; 21.637573; -19.346924; 0.383256; -0.342645; 1.393719; -1.260740; 0.804883; -9.289282; -2.016794; 1.498710; 3.543504; -1.601917; 0; 0; 131; 64; 
937.808777; 22.335205; -28.322754; 21.956177; -19.627075; 0.388839; -0.347536; 1.415009; -1.242250; 0.811522; -9.441050; -2.037426; 1.570601; 3.519089; -1.540269; 0; 0; 132; 64; 
937.812805; 22.653809; -28.322754; 22.269287; -19.912720; 0.394400; -0.352488; 1.424311; -1.235011; 0.818186; -9.587831; -2.117297; 1.565522; 3.194067; -1.452071; 0; 0; 133; 64; 
937.816833; 22.972412; -28.877563; 22.587891; -20.203857; 0.399943; -0.357529; 1.420262; -1.238208; 0.824921; -9.739168; -2.217450; 1.494021; 3.016449; -1.436811; 0; 0; 134; 64; 
937.820862; 23.296509; -29.146729; 22.906494; -20.494995; 0.405447; -0.362646; 1.408764; -1.249112; 0.831753; -9.890217; -2.322541; 1.388528; 3.154088; -1.559191; 0; 0; 135; 64; 
937.824829; 23.620605; -29.426880; 23.230591; -20.786133; 0.411170; -0.367835; 1.425001; -1.267266; 0.838583; -10.041027; -2.279597; 1.273658; 3.399457; -1.458480; 0; 0; 136; 64; 
937.828918; 23.944702; -29.701538; 23.560181; -21.077271; 0.416979; -0.372937; 1.448853; -1.269145; 0.845343; -10.191549; -2.231639; 1.247089; 3.405866; -1.301309; 0; 0; 137; 64; 
937.832886; 24.263306; -29.976196; 23.884277; -21.362915; 0.422730; -0.377866; 1.457721; -1.250069; 0.851934; -10.341879; -2.272251; 1.315464; 3.101596; -1.321451; 0; 0; 138; 64; 
937.836853; 24.570923; -29.976196; 24.202881; -21.643066; 0.428145; -0.382658; 1.422062; -1.223869; 0.858429; -10.487320; -2.512767; 1.416269; 2.847072; -1.380352; 0; 0; 139; 64; 
937.840881; 24.895020; -30.525513; 24.521484; -21.934204; 0.433683; -0.387704; 1.404486; -1.233847; 0.864877; -10.637314; -2.590583; 1.318981; 2.967925; -1.505173; 0; 0; 140; 64; 
937.844910; 25.213623; -30.800171; 24.856567; -22.225342; 0.439508; -0.392853; 1.424488; -1.254441; 0.871181; -10.787021; -2.467768; 1.193561; 3.198645; -1.604358; 0; 0; 141; 64; 
937.848938; 25.532227; -31.074829; 25.186157; -22.510986; 0.445357; -0.397850; 1.445239; -1.255408; 0.877245; -10.936536; -2.386117; 1.201766; 3.167516; -1.535081; 0; 0; 142; 64; 
937.852905; 25.845337; -31.349487; 25.510254; -22.791138; 0.451076; -0.402759; 1.444970; -1.245273; 0.883045; -11.085907; -2.425952; 1.259201; 2.938322; -1.559496; 0; 0; 143; 64; 
937.856934; 26.152954; -31.629639; 25.839844; -23.071289; 0.456724; -0.407597; 1.432499; -1.231542; 0.888582; -11.235183; -2.497876; 1.331874; 2.729270; -1.712699; 0; 0; 144; 64; 
937.860962; 26.471558; -31.629639; 26.169434; -23.362427; 0.462464; -0.412676; 1.429421; -1.249738; 0.893927; -11.379425; -2.481932; 1.244745; 2.724693; -1.561937; 0; 0; 145; 64; 
937.864929; 26.784668; -32.173462; 26.499023; -23.648071; 0.468318; -0.417685; 1.439421; -1.251959; 0.898936; -11.528269; -2.395543; 1.234195; 2.764672; -1.383404; 0; 0; 146; 64; 
937.868958; 27.103271; -32.448120; 26.834106; -23.933716; 0.474138; -0.422659; 1.444200; -1.246482; 0.903658; -11.676922; -2.354003; 1.242791; 2.624592; -1.528062; 0; 0; 147; 64; 
937.872986; 27.416382; -32.722778; 27.169189; -24.219360; 0.479979; -0.427635; 1.447252; -1.246111; 0.908044; -11.825382; -2.308878; 1.242010; 2.424390; -1.633351; 0; 0; 148; 64; 
937.876953; 27.729492; -32.997437; 27.493286; -24.499512; 0.485657; -0.432557; 1.429472; -1.242341; 0.912119; -11.973700; -2.358164; 1.273267; 2.341685; -1.713309; 0; 0; 149; 64; 
937.880981; 28.031616; -33.272095; 27.822876; -24.779663; 0.491297; -0.437346; 1.412699; -1.227512; 0.915834; -12.121968; -2.385440; 1.370164; 2.348094; -1.866207; 0; 0; 150; 64; 
937.885010; 28.344727; -33.272095; 28.157959; -25.059814; 0.497144; -0.442229; 1.423685; -1.229479; 0.919094; -12.265347; -2.257811; 1.385012; 2.238533; -1.817682; 0; 0; 151; 64; 
937.888977; 28.652344; -33.826904; 28.493042; -25.339966; 0.503074; -0.447199; 1.438885; -1.238363; 0.921898; -12.413472; -2.108824; 1.354536; 2.004151; -1.751762; 0; 0; 152; 64; 
937.893005; 28.965454; -34.101563; 28.822632; -25.625610; 0.508867; -0.452225; 1.432250; -1.248667; 0.924343; -12.561405; -2.068312; 1.311557; 1.875362; -1.834162; 0; 0; 153; 64; 
937.897034; 29.267578; -34.381714; 29.146729; -25.905762; 0.514426; -0.457095; 1.402651; -1.240997; 0.926476; -12.709243; -2.143069; 1.380714; 1.989196; -1.867428; 0; 0; 154; 64; 
937.901062; 29.569702; -34.650879; 29.476318; -26.180420; 0.520086; -0.461818; 1.396475; -1.220885; 0.928154; -12.857080; -2.095186; 1.511994; 2.025513; -2.052065; 0; 0; 155; 64; 
937.905029; 29.877319; -34.925537; 29.805908; -26.460571; 0.525934; -0.466641; 1.413765; -1.220312; 0.929329; -13.004869; -1.929327; 1.546377; 1.756951; -2.272103; 0; 0; 156; 64; 
937.909058; 30.179443; -34.925537; 30.140991; -26.740723; 0.531739; -0.471570; 1.417475; -1.234500; 0.930048; -13.147770; -1.824086; 1.526060; 1.481674; -2.111576; 0; 0; 157; 64; 
937.913086; 30.487061; -35.474854; 30.465088; -27.020874; 0.537401; -0.476490; 1.401770; -1.239117; 0.930383; -13.295368; -1.803428; 1.538172; 1.447188; -1.946776; 0; 0; 158; 64; 
